village_id,week,rainfall_mm,rainfall_anomaly_pct,temp_mean_c,humidity_pct,flood_risk_score,malaria_cases,diarrhea_cases,ari_cases,anc4_completion_pct,institutional_delivery_pct,full_immunization_pct,high_risk_pregnancies,drug_stockout_flag,is_reported,reporting_status,reconstructed_malaria_cases,uncertainty_malaria_cases,reconstructed_malaria_cases_lower95,reconstructed_malaria_cases_upper95,reconstructed_diarrhea_cases,uncertainty_diarrhea_cases,reconstructed_diarrhea_cases_lower95,reconstructed_diarrhea_cases_upper95,reconstructed_ari_cases,uncertainty_ari_cases,reconstructed_ari_cases_lower95,reconstructed_ari_cases_upper95,reconstructed_anc4_completion_pct,uncertainty_anc4_completion_pct,reconstructed_anc4_completion_pct_lower95,reconstructed_anc4_completion_pct_upper95,reconstructed_full_immunization_pct,uncertainty_full_immunization_pct,reconstructed_full_immunization_pct_lower95,reconstructed_full_immunization_pct_upper95,village_name,block_name,subcentre_id,parent_phc_id,latitude,longitude,population,sc_st_pct,female_literacy_pct,tap_water_access_pct,sanitation_access_pct,distance_phc_km,distance_chc_km,all_weather_road,electricity_hours_per_day,mo_sanctioned,mo_in_position,anm_present,asha_workers_count,cold_chain_functional,rainfall_lag_1w,rainfall_lag_2w,rainfall_lag_3w,rainfall_lag_4w,rainfall_cum_4w,rainfall_surge_delta,vector_temp_suitability,vector_humidity_suitability,vector_breeding_pressure,waterborne_runoff_risk,target_malaria_lead_2w,target_diarrhea_lead_2w,spatial_lag_neighbor_malaria,spatial_lag_neighbor_diarrhea,forecasted_malaria_cases_2w,forecasted_diarrhea_cases_2w,VBVI,WBSI,climate_health_hazard_index
VIL_001,11,5.35,-62.2,23.4,40.6,0.039,0.0,0.0,2.0,45.7,42.3,50.1,5,1,True,STRUCTURAL_ZERO_INFLATED,2.188860764093585,6.531500394316763,0.0,8.720361158410348,1.7555716519079525,4.607389726980678,0.0,6.36296137888863,2.287981501274189,2.8937755855208147,0.0,5.181757086795004,45.7,0.3521733833429457,45.34782661665706,46.05217338334295,50.1,0.3822344947398187,49.71776550526018,50.48223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,6.14,6.03,6.16,12.75,23.68,-0.5700000000000003,0.7261490370736907,0.5800000000000001,4.237776734400577,0.14966249999999998,5.0,5.0,1.6926018725639982,1.1224176991474333,2.189649732296501,1.9278079576792517,2.8,16.8,9.1
VIL_001,12,4.78,-80.6,23.8,44.7,0.039,0.0,0.0,2.0,39.8,32.7,45.5,1,1,True,STRUCTURAL_ZERO_INFLATED,2.7475442826907224,6.531500394316763,0.0,9.279044677007484,1.8074942178526088,4.607389726980678,0.0,6.414883944833287,2.655124286225836,2.8937755855208147,0.0,5.54889987174665,39.8,0.3521733833429457,39.44782661665705,40.15217338334294,45.5,0.3822344947398187,45.11776550526018,45.88223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,5.35,6.14,6.03,6.16,22.3,-0.7949999999999999,0.7765925101265282,0.6385714285714286,3.050837019524836,0.13040624999999997,4.090640780779832,1.442666997531891,2.213501109415971,1.1880506494713632,2.7536926227900707,1.8129861825983729,3.6,16.8,9.5
VIL_001,13,7.2,-50.3,25.6,48.5,0.066,5.0,5.0,6.0,44.8,41.9,47.2,1,0,True,REPORTED,5.0,0.6531500394316763,4.346849960568324,5.653150039431676,5.0,0.4607389726980678,4.539261027301932,5.460738972698068,6.0,0.2893775585520814,5.710622441447919,6.289377558552081,44.8,0.3521733833429457,44.44782661665705,45.15217338334294,47.2,0.3822344947398187,46.81776550526018,47.58223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,4.78,5.35,6.14,6.03,23.47,1.3325000000000005,0.9527573147659878,0.6928571428571428,3.8009980856213432,0.19717500000000002,2.498640420534217,1.872637576424732,2.0356592154793525,1.0575419474985919,3.301721884597983,2.2351954580285347,5.3,18.3,11.2
VIL_001,14,5.15,-61.8,26.6,47.8,0.025,,,,,,,6,1,False,UNRECORDED,4.090640780779832,6.531500394316763,0.0,10.622141175096594,1.442666997531891,4.607389726980678,0.0,6.050056724512569,2.002146619669524,2.8937755855208147,0.0,4.895922205190338,43.44485946872919,3.521733833429457,39.92312563529973,46.96659330215865,48.33701880870104,3.822344947398187,44.51467386130285,52.159363756099225,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,7.2,4.78,5.35,6.14,22.480000000000004,-0.46999999999999886,0.9960571761381909,0.6828571428571428,3.806201982522761,0.11250000000000002,4.393973051709293,1.4260546533690297,2.3749830378428096,1.002999342842002,3.4589737151924713,1.5388140439699782,5.7,16.4,10.5
VIL_001,15,4.19,-80.9,26.0,45.2,0.058,0.0,0.0,6.0,40.8,37.5,51.4,9,0,True,STRUCTURAL_ZERO_INFLATED,2.498640420534217,6.531500394316763,0.0,9.03014081485098,1.872637576424732,4.607389726980678,0.0,6.48002730340541,2.224722397188764,2.8937755855208147,0.0,5.118497982709579,40.8,0.3521733833429457,40.44782661665705,41.15217338334294,51.4,0.3822344947398187,51.01776550526018,51.78223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,5.15,7.2,4.78,5.35,21.32,-1.1399999999999997,0.9756109800648459,0.6457142857142858,3.8364926180070005,0.1866875,2.8258784793774017,2.306008676586273,1.508713944057361,1.205298708623635,3.0408967679800716,1.8129861825983729,4.7,17.4,10.4
VIL_001,16,6.1,-57.8,27.5,50.2,0.04,0.0,0.0,5.0,47.6,43.5,55.5,4,0,True,STRUCTURAL_ZERO_INFLATED,4.393973051709293,6.531500394316763,0.0,10.925473446026055,1.4260546533690297,4.607389726980678,0.0,6.033444380349708,2.923082468151774,2.8937755855208147,0.0293068826309599,5.81685805367259,47.6,0.3521733833429457,47.24782661665706,47.95217338334295,55.5,0.3822344947398187,55.11776550526018,55.88223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,4.19,5.15,7.2,4.78,22.64,0.4399999999999995,0.9938461733264412,0.7171428571428572,3.5123318842295093,0.10475000000000001,3.55274550986232,1.7603631826962791,1.77086073168131,0.8224207746424707,3.5809248081443985,1.477646047885762,5.9,16.8,10.8
VIL_001,17,10.45,-29.8,30.3,45.3,0.153,,,,,,,5,0,False,UNRECORDED,2.8258784793774017,6.531500394316763,0.0,9.357378873694165,2.306008676586273,4.607389726980678,0.0,6.913398403566951,2.635801468947017,2.8937755855208147,0.0,5.529577054467833,45.759150492781686,3.521733833429457,42.23741665935223,49.28088432621114,46.29037391579129,3.822344947398187,42.46802896839311,50.11271886318948,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,6.1,4.19,5.15,7.2,25.89,3.977499999999999,0.7642281651714904,0.6471428571428571,2.9654105307154577,0.5833124999999999,2.303905625923781,1.9854200240863136,2.130472489938756,1.1675699710938503,2.7163294980384802,2.381316718284398,3.4,21.4,11.5
VIL_001,18,8.81,-52.7,31.3,47.7,0.115,,,,,,,3,0,False,UNRECORDED,3.55274550986232,6.531500394316763,0.0,10.084245904179085,1.7603631826962791,4.607389726980678,0.0,6.367752909676957,2.6865723458713417,2.8937755855208147,0.0,5.580347931392156,43.64776115473047,3.521733833429457,40.12602732130101,47.169494988159926,48.546308361924176,3.822344947398187,44.72396341452599,52.36865330932236,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,10.45,6.1,4.19,5.15,29.55,1.4224999999999994,0.6334696366573507,0.6814285714285715,2.387103631815895,0.7510937499999999,2.849145496311469,2.7008705052620083,1.7966977862969,1.1717657047692354,2.9985818703626426,2.3274653914748127,3.9,20.1,11.2
VIL_001,19,8.75,-38.1,31.6,48.1,0.105,,,,,,,1,0,False,UNRECORDED,2.303905625923781,6.531500394316763,0.0,8.835406020240544,1.9854200240863136,4.607389726980678,0.0,6.592809751066992,2.6571126239158103,2.8937755855208147,0.0,5.550888209436625,44.39006848417695,3.521733833429457,40.86833465074749,47.91180231760641,48.71485708736702,3.822344947398187,44.89251213996884,52.53720203476521,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,8.81,10.45,6.1,4.19,34.11,0.22250000000000014,0.593054406795607,0.6871428571428572,2.7278926882317007,0.57815625,2.4027686743605257,2.982251142285876,1.5584565323332968,1.2690159766032754,2.9013898298029486,2.3040398403710083,3.8,19.7,11.0
VIL_001,20,11.24,-19.4,32.8,50.2,0.105,,,,,,,2,0,False,UNRECORDED,2.849145496311469,6.531500394316763,0.0,9.380645890628232,2.7008705052620083,4.607389726980678,0.0,7.308260232242686,2.4903324044423183,2.8937755855208147,0.0,5.384107989963133,43.73737433356253,3.521733833429457,40.21564050013307,47.25910816699199,48.37314763915069,3.822344947398187,44.5508026917525,52.19549258654887,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,8.75,8.81,10.45,6.1,39.25,1.4275000000000002,0.43578020315431604,0.7171428571428572,2.245119685270321,0.57421875,2.3042318778723536,3.0372950292011294,1.356816850535141,1.724237589596364,2.7640927277048415,2.783125042953004,3.2,21.5,11.4
VIL_001,21,28.62,101.6,35.2,58.8,0.353,,,,,,,2,1,False,UNRECORDED,2.4027686743605257,6.531500394316763,0.0,8.934269068677288,2.982251142285876,4.607389726980678,0.0,7.589640869266553,2.506786872758405,2.8937755855208147,0.0,5.40056245827922,44.14438569749424,3.521733833429457,40.62265186406478,47.666119530923694,48.45200856062172,3.822344947398187,44.629663613223535,52.27435350801991,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,11.24,8.75,8.81,10.45,57.42,14.265,0.19009203800075852,0.84,1.5600473374646249,2.479825,1.886837381272649,3.568999461160371,1.996641930431328,1.4706705302624443,2.5813164121978045,4.743288949626363,2.4,36.3,17.7
VIL_001,22,21.64,54.8,33.8,47.0,0.326,,,,,,,5,1,False,UNRECORDED,2.3042318778723536,6.531500394316763,0.0,8.835732272189116,3.0372950292011294,4.607389726980678,0.0,7.644684756181807,2.414526366000243,2.8937755855208147,0.0,5.308301951521058,44.99872117056663,3.521733833429457,41.47698733713717,48.52045500399609,48.42503649045855,3.822344947398187,44.60269154306037,52.24738143785674,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,28.62,11.24,8.75,8.81,70.25,4.077500000000001,0.3192667256288434,0.6714285714285714,2.0969164882109035,5.8313250000000005,1.8793091581636308,4.237450957103093,1.7840049209556872,2.4111475092646537,2.4668269339835414,3.706722912445361,2.4,31.6,15.5
VIL_001,23,31.15,93.9,35.9,49.1,0.44,,,,,,,4,0,False,UNRECORDED,1.886837381272649,6.531500394316763,0.0,8.418337775589412,3.568999461160371,4.607389726980678,0.0,8.176389188141048,2.756267447807075,2.8937755855208147,0.0,5.65004303332789,44.16145798653169,3.521733833429457,40.63972415310223,47.683191819961145,47.53603104829222,3.822344947398187,43.71368610089404,51.35837599569041,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,21.64,28.62,11.24,8.75,92.64999999999999,7.987499999999997,0.14145092113936875,0.7014285714285714,1.656737447517033,5.9510000000000005,2.041006639035707,5.96399815829148,1.374094131814849,2.464154071806127,2.575250944683575,5.211718002245116,2.4,40.7,19.6
VIL_001,24,31.88,103.2,35.6,59.6,0.376,0.0,0.0,4.0,49.6,43.6,51.7,4,0,True,STRUCTURAL_ZERO_INFLATED,1.8793091581636308,6.531500394316763,0.0,8.410809552480394,4.237450957103093,4.607389726980678,0.0,8.84484068408377,2.673334101282255,2.8937755855208147,0.0,5.56710968680307,49.6,0.3521733833429457,49.24782661665706,49.95217338334295,51.7,0.3822344947398187,51.31776550526018,52.08223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,31.15,21.64,28.62,11.24,113.29,3.5574999999999974,0.16102867254598036,0.8514285714285714,2.1114079544228943,7.32025,2.680350667359705,5.420526480494282,1.124350428272199,1.786818241144964,2.5057602961071193,5.701755091773477,2.5,40.6,19.6
VIL_001,25,43.13,192.7,36.1,60.3,0.58,,,,,,,4,1,False,UNRECORDED,2.041006639035707,6.531500394316763,0.0,8.572507033352469,5.96399815829148,4.607389726980678,1.3566084313108018,10.571387885272156,2.052034299691929,2.8937755855208147,0.0,4.945809885212744,43.797420248720265,3.521733833429457,40.27568641529081,47.31915408214972,48.15813919983162,3.822344947398187,44.33579425243344,51.98048414722981,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,31.88,31.15,21.64,28.62,127.8,11.180000000000003,0.12942012829777544,0.8614285714285714,3.303558966795669,11.556499999999998,4.0,12.0,1.0442137129891416,5.1637939406360065,2.8563135847422525,7.513811000993225,4.0,53.5,26.3
VIL_001,26,60.1,305.8,38.0,63.3,0.839,,,,,,,5,1,False,UNRECORDED,2.680350667359705,6.531500394316763,0.0,9.211851061676468,5.420526480494282,4.607389726980678,0.8131367535136045,10.02791620747496,2.287638080782024,2.8937755855208147,0.0,5.181413666302838,44.604243818598185,3.521733833429457,41.08250998516873,48.12597765202764,48.215057530012174,3.822344947398187,44.39271258261399,52.03740247741036,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,43.13,31.88,31.15,21.64,166.26000000000002,18.535000000000004,0.05040553336275363,0.9042857142857142,1.1730727122755467,22.61629375,2.0,11.0,2.3724171869786135,3.7475458578668603,3.0099038911246168,7.4045176452389825,3.3,60.9,29.2
VIL_001,27,56.12,279.3,37.9,69.3,0.665,4.0,12.0,5.0,43.9,42.5,50.7,6,0,True,REPORTED,4.0,0.6531500394316763,3.346849960568324,4.653150039431676,12.0,0.4607389726980678,11.539261027301931,12.460738972698069,5.0,0.2893775585520814,4.710622441447919,5.289377558552081,43.9,0.3521733833429457,43.547826616657055,44.25217338334294,50.7,0.3822344947398187,50.31776550526018,51.08223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,60.1,43.13,31.88,31.15,191.23,8.3125,0.05320620538223257,0.99,1.893214059509721,24.9790625,2.8785990480884385,9.006407697354847,2.0585387763600678,4.16884526560248,3.3256006917873093,9.306081588761192,4.4,62.8,30.7
VIL_001,28,82.28,487.1,38.0,75.4,1.0,2.0,11.0,4.0,45.7,40.2,43.3,2,0,True,REPORTED,2.0,0.6531500394316763,1.3468499605683235,2.6531500394316763,11.0,0.4607389726980678,10.539261027301931,11.460738972698069,4.0,0.2893775585520814,3.7106224414479194,4.289377558552081,45.7,0.3521733833429457,45.34782661665706,46.05217338334295,43.3,0.3822344947398187,42.91776550526018,43.68223449473982,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,56.12,60.1,43.13,31.88,241.63,21.872500000000002,0.05040553336275363,1.0,2.1759060642033488,35.074999999999996,3.9183050695714856,11.540542467646643,1.8952870105139425,5.661446829660645,3.279583733976013,11.369688646068996,4.5,80.6,38.7
VIL_001,29,77.95,425.4,38.5,76.3,1.0,,,,,,,2,1,False,UNRECORDED,2.8785990480884385,6.531500394316763,0.0,9.4100994424052,9.006407697354847,4.607389726980678,4.399017970374169,13.613797424335525,2.0280621536654926,2.8937755855208147,0.0,4.921837739186307,43.93111773275199,3.521733833429457,40.40938389932253,47.45285156618144,47.344691157623664,3.822344947398187,43.52234621022548,51.16703610502185,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,82.28,56.12,60.1,43.13,276.45000000000005,8.837500000000006,0.03818043380053579,1.0,1.8451076438446927,51.425,4.7240443660135485,9.326405540648784,1.7695723850638718,5.473332435356474,4.403426893752383,9.614462488235235,7.1,74.0,37.2
VIL_001,30,85.99,484.6,36.7,74.7,1.0,,,,,,,3,0,False,UNRECORDED,3.9183050695714856,6.531500394316763,0.0,10.449805463888248,11.540542467646643,4.607389726980678,6.933152740665967,16.147932194627323,1.690973163626015,2.8937755855208147,0.0,4.584748749146829,42.98176968808212,3.521733833429457,39.46003585465266,46.503503521511576,48.22080559810523,3.822344947398187,44.39846065070704,52.043150545503416,Rampur,Block-A,HSC_1_01,PHC_01,24.03849,82.2997,4767,8.0,61.2,37.5,55.4,4.9,19.5,1,8.1,2,1,0,5,0,77.95,82.28,56.12,60.1,302.34,10.404999999999987,0.09795864525733955,1.0,6.756403680689224,48.71875,5.162107061014877,10.64584619642496,2.106205216653794,7.280223799762339,6.619836262093861,10.49702355934511,15.2,77.4,43.2
