village_id,week,rainfall_mm,rainfall_anomaly_pct,temp_mean_c,humidity_pct,flood_risk_score,malaria_cases,diarrhea_cases,ari_cases,anc4_completion_pct,institutional_delivery_pct,full_immunization_pct,high_risk_pregnancies,drug_stockout_flag
VIL_001,44,8.52,-32.3,24.2,33.3,0.094,9,3,1,40.4,38.3,46.4,3,0
VIL_001,45,10.72,-27.9,22.3,38.1,0.193,8,3,4,53.1,52.7,57.1,4,1
VIL_001,46,5.6,-73.5,20.2,30.6,0.046,5,2,9,49.9,44.0,54.1,3,0
VIL_001,47,5.96,-67.4,20.5,37.9,0.121,0,0,9,45.9,38.0,55.1,2,0
VIL_001,48,6.34,-51.0,18.7,27.0,0.028,1,4,5,46.4,39.3,53.2,2,0
VIL_001,49,10.57,-36.9,19.9,28.8,0.167,0,3,7,41.1,39.4,47.4,4,0
VIL_001,50,7.92,-45.0,18.0,35.2,0.178,1,4,7,42.2,40.7,51.3,4,0
VIL_001,51,5.87,-60.4,16.7,37.1,0.0,0,2,12,46.4,42.0,46.6,2,0
VIL_001,52,6.88,-60.6,16.9,37.1,0.052,3,5,11,49.7,46.0,45.7,2,0
VIL_001,53,7.9,-25.9,17.6,30.7,0.134,5,3,11,51.2,39.7,49.1,3,0
VIL_001,54,7.08,-46.5,16.3,39.4,0.084,1,4,9,44.4,39.2,50.7,3,0
VIL_001,55,7.28,-71.7,16.1,35.8,0.116,1,0,13,47.1,43.1,54.0,2,0
VIL_001,56,6.25,-56.4,17.6,44.4,0.053,5,4,6,46.3,40.8,42.0,4,0
VIL_001,57,4.57,-76.2,17.9,43.4,0.065,2,1,6,47.8,43.8,54.2,5,0
VIL_001,58,9.32,-29.3,17.5,41.6,0.116,4,3,9,48.8,37.3,47.8,1,1
VIL_001,59,9.87,-42.1,18.2,44.5,0.19,1,2,2,45.5,41.9,46.5,4,0
VIL_001,60,7.75,-49.5,19.8,42.1,0.116,4,2,10,51.3,46.6,47.6,1,0
VIL_001,61,5.5,-58.3,18.6,45.7,0.09,2,1,6,50.7,46.2,42.6,4,0
VIL_001,62,5.78,-52.8,19.6,50.6,0.056,0,3,3,49.2,48.2,53.0,5,0
VIL_001,63,6.85,-66.3,21.5,43.8,0.067,7,4,4,46.7,37.8,48.9,1,0
VIL_001,64,8.83,-44.5,23.2,51.1,0.096,5,1,3,50.8,44.6,49.2,1,0
VIL_001,65,10.42,-35.3,25.0,48.0,0.159,4,6,3,52.6,49.3,58.5,2,1
VIL_001,66,9.91,-40.5,27.6,46.8,0.111,6,5,4,48.3,41.8,49.4,7,0
VIL_001,67,8.22,-27.5,28.0,48.6,0.124,9,2,7,48.4,45.2,52.1,1,0
VIL_001,68,8.3,-40.6,28.0,44.7,0.214,8,4,3,46.9,43.7,53.4,1,0
VIL_001,69,9.13,-51.7,29.4,46.7,0.165,7,1,2,43.8,33.7,48.3,2,0
VIL_001,70,13.79,1.1,29.3,46.0,0.168,3,5,5,47.3,43.6,46.1,5,0
VIL_001,71,15.43,24.1,31.6,58.8,0.266,7,2,2,44.4,42.8,49.6,2,1
VIL_001,72,20.33,45.9,32.3,52.8,0.251,2,6,4,43.0,41.4,55.2,0,1
VIL_001,73,21.38,27.3,34.0,49.5,0.183,5,5,3,44.8,39.0,49.0,6,0
VIL_001,74,35.86,134.3,33.5,59.5,0.428,4,5,1,51.7,43.5,49.7,2,0
VIL_001,75,20.96,52.4,35.9,49.7,0.186,0,5,0,48.5,49.7,49.4,5,1
VIL_001,76,48.45,215.9,37.7,61.9,0.628,1,3,2,47.3,38.5,53.5,2,0
VIL_001,77,54.15,265.4,36.2,66.9,0.723,3,10,2,44.3,40.8,47.2,4,0
VIL_001,78,60.84,313.3,37.2,69.7,0.895,6,4,5,43.1,36.9,52.9,3,1
VIL_001,79,73.33,379.6,37.8,69.5,0.994,1,8,2,48.1,41.3,49.6,5,0
VIL_001,80,55.43,268.9,36.5,59.2,0.728,1,9,3,48.3,45.6,51.4,2,0
VIL_001,81,84.27,429.4,37.2,73.6,1.0,4,13,7,39.7,32.1,53.1,2,0
VIL_001,82,93.89,515.7,36.7,69.2,1.0,1,14,4,49.1,47.0,48.8,4,1
VIL_001,83,110.74,635.7,36.5,79.7,1.0,3,22,7,47.0,40.5,53.8,1,0
VIL_001,84,84.46,450.6,34.9,77.0,1.0,9,13,2,40.7,33.2,52.3,4,0
VIL_001,85,76.4,425.7,35.3,73.2,0.945,10,16,3,43.7,40.6,51.6,2,0
VIL_001,86,76.15,393.3,35.1,64.6,1.0,14,7,8,51.5,47.6,52.2,3,1
VIL_001,87,82.04,442.5,35.4,70.1,1.0,14,13,4,41.3,39.8,48.1,2,0
VIL_001,88,65.93,340.8,33.8,60.4,0.858,12,11,2,48.6,40.7,45.1,6,0
VIL_001,89,47.95,234.1,34.2,61.9,0.671,16,8,4,46.0,41.9,47.4,3,0
VIL_001,90,47.03,199.2,29.6,53.3,0.741,28,6,5,48.3,41.5,46.2,3,0
VIL_001,91,35.63,149.2,30.4,42.4,0.484,14,6,0,50.7,40.9,53.6,4,1
VIL_001,92,31.81,112.1,28.4,37.1,0.436,28,4,4,49.8,46.1,48.0,3,0
VIL_001,93,26.26,65.3,29.6,31.8,0.327,12,2,5,47.6,40.5,48.6,2,0
VIL_001,94,16.69,15.9,24.8,34.5,0.18,16,7,3,44.2,39.1,52.3,3,0
VIL_001,95,16.56,12.4,23.6,30.9,0.262,10,1,2,49.3,45.2,49.5,3,1
VIL_001,96,9.96,-39.6,22.7,25.4,0.09,6,2,7,45.3,36.6,45.0,4,0
VIL_001,97,11.87,-20.2,19.8,30.1,0.162,7,2,4,50.0,41.2,53.2,1,1
VIL_001,98,8.74,-45.6,20.7,27.6,0.093,1,3,3,46.8,43.4,50.0,5,1
VIL_001,99,7.96,-45.8,19.5,39.1,0.13,4,2,6,45.5,48.8,49.3,3,0
VIL_001,100,6.87,-47.6,19.7,36.3,0.108,6,4,6,42.7,38.5,51.5,2,0
VIL_001,101,4.69,-52.9,19.2,32.7,0.114,3,2,5,48.9,43.4,45.0,3,0
VIL_001,102,7.45,-62.7,20.4,41.1,0.074,4,3,10,46.5,41.2,56.8,2,1
VIL_001,103,5.51,-41.9,18.8,35.7,0.06,3,1,10,48.7,45.2,45.8,5,1
VIL_001,104,4.5,-89.5,16.6,32.6,0.011,1,1,11,41.8,39.5,47.7,2,0
VIL_002,1,5.89,-88.2,15.7,37.6,0.114,0,1,9,57.7,55.1,61.0,1,0
VIL_002,2,6.3,-63.0,19.9,41.0,0.0,2,0,1,60.6,61.3,72.7,1,0
VIL_002,3,8.24,-50.3,18.9,38.1,0.091,2,1,7,61.1,57.1,75.1,0,1
VIL_002,4,5.15,-51.8,18.0,46.2,0.091,2,3,3,58.5,52.9,69.7,1,0
VIL_002,5,5.14,-69.6,17.7,46.4,0.078,0,3,4,56.8,49.6,75.8,4,0
VIL_002,6,6.22,-54.7,17.9,46.1,0.104,1,1,3,60.0,51.9,68.3,3,0
VIL_002,7,5.97,-58.8,17.6,44.1,0.091,0,3,2,56.7,54.6,68.6,0,0
VIL_002,8,7.73,-69.7,19.6,48.7,0.167,2,1,4,60.4,46.8,69.7,4,0
VIL_002,9,9.07,-31.8,20.7,44.9,0.073,1,2,3,62.3,52.2,68.8,1,0
VIL_002,10,4.32,-69.0,19.8,49.4,0.024,2,4,5,57.5,52.6,62.8,0,0
VIL_002,11,7.24,-46.7,22.8,54.6,0.058,2,0,1,57.5,50.2,65.8,2,0
VIL_002,12,7.48,-10.9,23.3,52.7,0.141,1,0,0,58.9,58.7,74.7,3,1
VIL_002,13,5.74,-82.6,22.3,44.9,0.122,1,1,3,59.0,53.3,67.6,1,0
VIL_002,14,8.08,-28.9,24.8,50.5,0.13,2,1,0,55.6,54.2,72.6,2,1
VIL_002,15,7.81,-50.8,26.5,43.7,0.163,1,3,1,61.5,51.1,72.1,1,1
VIL_002,16,8.2,-42.5,30.5,51.1,0.05,5,1,3,68.6,66.5,65.7,4,0
VIL_002,17,7.11,-53.1,30.1,49.7,0.178,3,1,2,64.1,49.8,63.3,2,1
VIL_002,18,10.36,-35.2,28.9,41.6,0.214,2,1,3,57.5,57.1,70.4,4,1
VIL_002,19,10.72,-34.3,32.2,43.9,0.18,2,0,2,59.6,50.9,66.5,2,0
VIL_002,20,16.06,10.4,30.8,49.4,0.303,1,5,3,59.1,51.3,64.6,1,0
VIL_002,21,15.75,-10.2,34.9,48.3,0.127,2,1,1,56.8,55.1,61.7,2,1
VIL_002,22,28.02,94.3,33.9,49.9,0.347,3,5,2,63.5,56.0,66.1,3,0
VIL_002,23,26.34,71.5,35.1,54.4,0.314,1,4,5,63.5,53.0,71.5,2,0
VIL_002,24,47.97,208.5,37.4,63.5,0.676,1,4,3,60.6,55.9,67.5,1,0
VIL_002,25,51.56,239.2,34.8,62.4,0.635,1,9,2,55.7,53.1,68.1,1,0
VIL_002,26,46.88,225.1,35.0,56.6,0.663,6,6,3,57.2,50.5,69.3,1,0
VIL_002,27,73.4,384.0,36.2,75.9,1.0,5,8,0,59.6,49.5,68.7,2,0
VIL_002,28,56.02,277.1,38.2,68.4,0.782,0,3,1,62.1,58.7,57.1,3,0
VIL_002,29,92.05,506.4,35.1,76.7,1.0,4,8,3,58.5,48.5,70.4,0,0
VIL_002,30,101.59,584.8,33.3,79.8,1.0,4,8,0,57.9,50.7,67.5,2,0
VIL_002,31,85.67,478.0,35.8,75.2,1.0,2,13,1,57.5,48.6,72.1,1,1
VIL_002,32,99.06,578.9,36.5,77.4,1.0,5,5,1,56.6,51.8,66.4,1,1
VIL_002,33,112.34,647.2,36.7,84.0,1.0,3,7,4,55.9,46.1,63.9,1,0
VIL_002,34,71.16,381.1,33.9,66.1,0.947,9,8,3,53.7,48.0,70.2,0,0
VIL_002,35,56.56,278.0,33.1,47.4,0.733,13,6,1,55.0,45.3,63.5,0,0
VIL_002,36,70.47,382.8,34.1,66.7,0.838,8,5,3,64.0,61.0,63.5,0,0
VIL_002,37,62.73,311.0,29.4,57.3,0.783,23,2,1,55.6,51.5,67.8,2,0
VIL_002,38,38.28,162.6,30.1,42.8,0.606,19,2,2,58.6,56.3,65.0,4,1
VIL_002,39,34.3,126.7,29.6,41.9,0.393,9,4,3,61.8,53.2,70.3,4,0
VIL_002,40,29.86,98.4,28.7,39.8,0.408,16,0,2,52.7,51.3,65.0,1,0
VIL_002,41,15.56,4.7,26.4,25.9,0.258,11,2,0,62.0,56.3,63.2,1,0
VIL_002,42,15.57,6.3,25.8,39.1,0.145,8,3,3,63.6,58.5,70.1,1,1
VIL_002,43,12.62,-17.0,21.6,32.1,0.178,3,0,4,59.5,51.7,71.0,2,0
VIL_002,44,10.68,-26.6,22.7,33.3,0.189,7,3,3,60.6,56.1,65.9,0,0
VIL_002,45,8.46,-27.8,22.9,34.8,0.113,3,3,1,52.1,51.8,66.7,1,0
VIL_002,46,8.03,-36.6,20.1,27.4,0.251,1,2,2,60.6,50.3,68.0,1,0
VIL_002,47,7.42,-41.8,20.4,34.0,0.015,0,0,2,63.5,55.5,67.1,0,0
VIL_002,48,5.28,-69.4,20.1,30.9,0.123,1,1,2,53.8,51.5,69.1,2,0
VIL_002,49,10.92,-36.1,18.4,39.2,0.137,1,2,5,60.0,51.2,72.5,0,0
VIL_002,50,5.71,-52.4,18.3,25.8,0.115,1,3,7,59.5,51.6,64.0,3,1
VIL_002,51,7.88,-38.7,16.5,36.1,0.127,1,1,4,58.3,51.3,66.5,1,1
VIL_002,52,7.39,-36.0,17.0,35.1,0.062,2,2,8,64.5,54.9,72.9,2,0
VIL_002,53,6.66,-61.6,17.8,40.1,0.1,0,1,9,63.3,61.7,64.8,2,1
VIL_002,54,7.42,-52.8,17.2,41.8,0.006,1,1,3,54.0,51.6,74.7,2,0
VIL_002,55,5.56,-79.4,16.4,37.3,0.104,2,2,10,56.6,44.4,67.8,2,0
VIL_002,56,7.03,-57.1,17.6,39.2,0.109,2,2,2,63.9,62.1,67.3,1,0
VIL_002,57,4.03,-63.1,18.5,41.2,0.086,2,0,4,60.3,51.7,65.9,0,1
VIL_002,58,6.95,-58.3,15.7,40.6,0.146,0,2,2,57.3,52.3,69.5,2,0
VIL_002,59,5.49,-57.0,20.2,47.7,0.092,2,4,3,57.0,48.9,61.7,1,0
VIL_002,60,5.84,-63.0,19.1,43.9,0.085,1,3,2,59.9,55.5,68.1,0,1
VIL_002,61,5.73,-58.6,20.9,34.5,0.032,3,2,5,65.9,60.1,69.6,3,0
VIL_002,62,5.56,-74.4,22.8,45.1,0.038,4,2,2,59.4,55.2,56.3,3,0
VIL_002,63,6.95,-52.8,20.7,43.7,0.152,2,0,3,56.7,45.4,63.0,2,0
VIL_002,64,6.85,-84.2,22.6,41.6,0.163,0,1,2,57.2,48.6,65.6,3,0
VIL_002,65,8.52,-45.1,24.3,44.2,0.102,3,1,2,58.8,51.6,72.8,1,1
VIL_002,66,6.26,-74.6,24.9,48.6,0.086,2,1,1,58.1,54.4,64.1,1,0
VIL_002,67,11.4,-11.9,29.1,55.9,0.107,2,1,4,55.4,50.3,72.5,0,0
VIL_002,68,13.59,-1.6,27.2,52.8,0.24,4,4,3,58.2,57.0,69.6,1,1
VIL_002,69,10.27,-26.9,28.7,47.1,0.17,4,1,1,52.2,46.2,68.1,0,0
VIL_002,70,9.35,-22.4,30.8,50.4,0.222,2,2,4,53.5,48.2,65.8,1,0
VIL_002,71,11.62,-32.0,30.2,47.2,0.111,3,0,0,51.0,46.8,76.1,3,1
VIL_002,72,21.24,59.1,32.2,50.3,0.264,1,1,4,56.6,53.8,64.3,3,1
VIL_002,73,24.2,70.7,34.0,49.1,0.334,0,5,3,58.9,52.7,71.3,3,0
VIL_002,74,24.17,58.8,34.1,45.8,0.355,3,2,2,58.0,55.0,73.0,1,1
VIL_002,75,40.77,183.2,35.1,58.5,0.533,0,5,3,60.4,53.7,61.6,2,0
VIL_002,76,42.49,172.2,35.2,60.4,0.523,1,1,2,63.5,55.3,68.3,2,0
VIL_002,77,57.03,272.0,34.5,65.5,0.804,0,7,0,62.3,56.4,69.6,1,0
VIL_002,78,69.15,354.9,37.1,69.1,0.958,4,6,1,60.7,56.3,64.6,1,0
VIL_002,79,72.13,375.6,39.0,67.3,0.916,0,6,3,51.7,43.7,63.2,1,0
VIL_002,80,84.09,450.0,37.0,78.3,1.0,2,8,0,54.6,48.1,73.4,0,1
VIL_002,81,78.5,435.6,37.2,66.6,1.0,1,10,5,63.1,53.6,72.7,1,0
VIL_002,82,90.14,498.3,37.5,79.6,1.0,3,8,3,62.1,53.0,71.4,0,1
VIL_002,83,87.8,488.8,34.8,70.2,1.0,6,6,5,57.6,50.9,64.6,2,1
VIL_002,84,79.29,422.9,37.9,66.0,1.0,2,5,4,57.6,54.6,72.0,1,0
VIL_002,85,82.32,430.6,35.5,63.7,1.0,10,4,2,56.3,46.9,72.5,5,1
VIL_002,86,64.16,330.5,36.4,57.6,0.857,3,8,3,59.4,56.0,69.5,2,0
VIL_002,87,68.22,335.7,32.8,64.8,0.802,13,7,2,59.5,55.7,70.4,0,1
VIL_002,88,60.59,303.2,34.9,58.5,0.852,7,6,0,66.9,62.4,62.9,5,1
VIL_002,89,52.66,237.4,32.6,55.9,0.624,14,2,1,59.0,56.0,68.9,0,1
VIL_002,90,41.59,197.2,31.2,48.2,0.63,12,5,4,61.2,56.8,65.5,4,1
VIL_002,91,35.42,145.2,29.7,38.4,0.456,12,0,1,61.9,58.7,68.4,0,0
VIL_002,92,30.11,101.8,27.9,38.7,0.391,12,4,1,61.1,57.9,69.1,1,0
VIL_002,93,24.27,74.4,28.4,34.1,0.292,11,3,0,61.4,56.4,66.5,0,0
VIL_002,94,16.23,-0.3,26.0,38.7,0.202,9,1,2,57.0,51.4,73.4,4,0
VIL_002,95,15.61,9.5,22.2,28.7,0.279,5,2,3,56.2,44.9,65.9,0,1
VIL_002,96,8.69,-40.1,22.1,34.1,0.0,5,1,3,58.0,50.9,73.7,2,0
VIL_002,97,8.41,-41.3,22.1,34.5,0.176,4,2,2,59.1,53.5,68.9,2,0
VIL_002,98,7.15,-39.6,21.7,38.4,0.112,1,0,0,62.1,60.4,68.2,1,1
VIL_002,99,6.06,-52.3,20.3,29.8,0.02,2,0,3,58.8,50.5,73.6,2,0
VIL_002,100,9.39,-34.5,21.0,36.9,0.071,4,0,1,58.3,55.3,71.4,0,0
VIL_002,101,6.29,-74.6,16.4,42.6,0.168,0,1,4,57.5,51.8,68.6,2,1
VIL_002,102,6.62,-65.5,18.3,32.3,0.041,1,0,3,63.7,56.1,65.0,0,0
VIL_002,103,8.43,-45.0,15.5,30.7,0.055,3,2,5,55.8,50.2,61.2,0,0
VIL_002,104,4.97,-65.9,18.2,28.8,0.123,2,1,4,57.0,48.9,69.0,0,0
VIL_003,1,9.48,-44.2,17.6,40.9,0.13,1,1,4,56.2,52.9,65.0,1,0
VIL_003,2,4.69,-69.0,17.7,39.6,0.022,0,0,7,56.7,50.0,63.4,1,0
VIL_003,3,5.24,-53.0,16.4,36.7,0.027,1,0,6,58.2,52.2,70.2,3,0
VIL_003,4,6.28,-56.3,16.9,41.0,0.005,1,4,3,53.8,48.4,62.7,0,0
VIL_003,5,12.51,-10.3,18.0,39.9,0.182,1,1,6,66.5,55.3,66.7,0,1
VIL_003,6,5.97,-63.0,18.0,42.3,0.017,1,1,2,62.2,58.0,61.8,0,1
VIL_003,7,7.79,-43.5,20.0,49.4,0.104,3,1,3,61.1,58.1,74.7,1,1
VIL_003,8,5.77,-73.6,22.4,42.4,0.107,2,2,5,59.2,55.8,64.6,3,0
VIL_003,9,7.13,-57.4,18.3,54.4,0.106,1,2,4,56.7,55.4,73.9,1,0
VIL_003,10,5.36,-65.3,22.8,40.8,0.035,1,2,1,62.1,55.9,68.6,1,0
VIL_003,11,6.79,-67.5,22.5,46.7,0.136,3,2,3,54.2,49.3,67.7,0,0
VIL_003,12,9.45,-45.3,25.1,46.8,0.106,2,1,1,63.5,52.7,65.3,2,1
VIL_003,13,12.71,-12.2,25.5,50.6,0.103,1,2,3,57.4,51.4,64.6,0,0
VIL_003,14,7.46,-49.0,25.9,54.2,0.085,2,3,2,61.0,55.7,60.4,0,0
VIL_003,15,5.79,-53.3,27.9,43.9,0.107,4,2,0,53.2,49.5,66.1,0,0
VIL_003,16,12.07,-25.5,27.7,48.9,0.127,2,1,2,55.2,49.1,71.7,1,0
VIL_003,17,9.58,-35.6,28.5,51.8,0.172,1,0,1,69.7,63.0,68.7,2,1
VIL_003,18,9.07,-46.2,31.5,48.8,0.082,2,1,1,58.6,51.2,61.0,1,0
VIL_003,19,10.92,-20.2,30.6,49.4,0.114,2,2,1,56.3,46.0,75.5,1,1
VIL_003,20,11.49,-11.5,33.5,44.4,0.101,1,1,3,68.8,58.1,71.0,2,0
VIL_003,21,16.53,15.0,33.7,49.6,0.255,1,1,3,69.7,64.2,66.6,2,0
VIL_003,22,19.74,42.2,31.7,55.1,0.261,3,1,1,56.6,52.9,68.8,1,0
VIL_003,23,30.16,101.4,34.5,48.3,0.353,0,3,1,59.0,49.7,68.7,0,0
VIL_003,24,36.42,150.8,36.3,54.0,0.466,1,0,2,63.0,58.7,68.9,1,0
VIL_003,25,61.65,311.8,35.9,61.0,0.668,1,3,2,61.4,64.0,65.4,1,1
VIL_003,26,65.55,326.7,33.7,71.1,0.913,3,2,2,55.4,44.4,66.3,0,1
VIL_003,27,79.97,435.6,38.5,79.9,1.0,1,3,0,60.1,57.9,64.0,1,0
VIL_003,28,83.55,447.1,37.2,74.8,0.994,2,8,2,55.4,48.7,72.0,2,0
VIL_003,29,79.69,454.7,37.5,68.4,0.99,3,4,0,58.2,57.4,56.0,3,1
VIL_003,30,90.15,497.7,36.1,72.6,1.0,3,6,0,55.7,50.4,70.2,1,0
VIL_003,31,92.38,522.3,37.0,75.4,1.0,2,6,1,64.7,61.9,69.4,2,1
VIL_003,32,91.28,508.4,38.1,73.8,1.0,0,8,0,53.3,48.1,68.1,0,1
VIL_003,33,88.42,477.1,34.3,76.2,1.0,9,10,1,61.2,56.5,59.0,0,1
VIL_003,34,78.71,405.8,36.5,64.2,1.0,5,6,0,56.6,53.2,69.6,1,0
VIL_003,35,67.33,356.4,34.1,62.2,0.768,4,6,1,53.8,42.7,65.3,4,1
VIL_003,36,58.39,304.8,31.6,54.1,0.752,12,6,2,56.9,46.7,71.9,0,1
VIL_003,37,41.1,166.6,34.3,43.2,0.513,3,3,1,60.9,57.3,70.5,2,1
VIL_003,38,45.84,189.0,31.0,46.9,0.564,13,2,3,62.2,56.5,71.6,2,0
VIL_003,39,39.62,160.9,30.2,46.2,0.507,6,3,1,57.6,53.9,69.7,2,1
VIL_003,40,25.8,62.7,27.9,41.6,0.288,11,0,0,59.3,54.4,73.8,2,0
VIL_003,41,13.95,-13.5,26.0,31.0,0.197,7,1,2,58.3,52.7,64.1,1,1
VIL_003,42,15.27,7.9,26.0,28.1,0.242,5,1,2,61.4,56.3,62.9,2,1
VIL_003,43,13.25,-12.2,26.5,36.3,0.211,4,2,1,64.2,61.3,64.5,1,1
VIL_003,44,9.05,-48.0,23.1,27.1,0.114,3,1,3,64.1,57.5,65.7,1,0
VIL_003,45,9.89,-28.2,22.3,32.8,0.232,2,2,3,56.1,52.7,64.1,1,1
VIL_003,46,6.19,-52.0,23.1,30.5,0.14,0,1,1,60.4,57.0,59.8,1,0
VIL_003,47,8.44,-47.1,20.0,32.0,0.107,3,0,2,66.7,57.2,63.8,2,1
VIL_003,48,5.74,-60.4,20.1,30.2,0.052,3,0,0,64.2,54.5,71.9,2,0
VIL_003,49,5.49,-58.2,19.8,35.6,0.14,0,0,1,53.7,44.5,71.7,0,0
VIL_003,50,8.34,-40.1,17.9,21.3,0.162,3,1,1,54.0,46.7,67.3,2,0
VIL_003,51,8.19,-45.0,18.0,41.2,0.039,1,1,6,60.7,50.3,66.3,1,1
VIL_003,52,14.5,11.0,18.1,37.4,0.248,0,2,3,60.2,55.3,64.6,0,0
VIL_003,53,6.02,-54.1,16.6,39.6,0.073,1,0,6,60.6,50.9,73.2,0,0
VIL_003,54,6.33,-62.3,18.0,40.8,0.041,1,1,3,55.9,52.6,73.3,3,0
VIL_003,55,4.95,-71.4,16.4,45.0,0.0,2,1,2,58.5,51.5,63.3,1,0
VIL_003,56,6.05,-65.3,16.5,42.4,0.067,2,2,5,59.1,55.3,63.4,3,0
VIL_003,57,9.28,-31.8,15.8,41.0,0.123,1,1,2,61.9,56.7,67.2,1,0
VIL_003,58,7.21,-58.1,17.5,37.9,0.176,0,1,1,56.9,54.9,66.9,1,0
VIL_003,59,9.89,-38.3,17.8,45.2,0.18,1,2,4,57.0,55.5,70.1,2,1
VIL_003,60,5.17,-54.9,19.0,37.2,0.04,0,1,4,59.2,58.7,65.9,0,0
VIL_003,61,8.92,-38.7,21.1,45.2,0.138,1,0,4,54.7,57.6,64.7,1,0
VIL_003,62,5.81,-49.3,19.2,45.6,0.119,1,1,3,55.2,53.1,71.2,1,0
VIL_003,63,9.67,-27.5,20.0,46.4,0.133,1,1,1,62.8,56.0,72.7,4,1
